Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,TimeInMs,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,CPUStartTimeInMs,MsBetweenAppStart,MsCPUBusy,MsCPUWait,MsGPULatency,MsGPUTime,MsGPUBusy,MsGPUWait,MsAnimationError,AnimationTime,MsFlipDelay,MsAllInputToPhotonLatency,MsClickToPhotonLatency
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2211.2509,NA,16.65900000000000,16.71400000000000,0.39650000000000,1.32000000000000,30.5353,2194.9216,16.7258,16.3293,0.3965,16.5732,1.0761,1.0707,0.0054,-0.2336,2194.9216,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2227.8146,NA,16.58940000000000,16.71400000000000,0.00000000000000,0.13960000000000,13.9716,2211.2252,16.5894,16.5894,0.0000,0.1603,16.5687,0.5360,16.0327,-0.0451,2211.2252,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2227.8687,NA,16.61780000000000,16.74090000000000,0.28790000000000,0.75980000000000,30.6584,2211.6474,16.5092,16.2213,0.2879,16.3807,0.6004,0.5957,0.0047,-0.0151,2211.6474,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2244.4379,NA,16.62330000000000,16.74090000000000,0.00000000000000,0.18220000000000,14.0892,2227.8146,16.6233,16.6233,0.0000,0.1396,16.6659,0.5397,16.1262,-0.1515,2227.8146,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,1995.7145,NA,151.73159999999999,149.97149999999999,0.00000000000000,0.08940000000000,14.7393,1843.9829,151.7316,151.7316,0.0000,151.2169,0.6041,0.6041,0.0000,182.2238,1843.9829,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2244.4209,NA,16.55220000000000,16.71290000000000,0.35920000000000,0.26230000000000,30.8191,2228.1566,16.6235,16.2643,0.3592,16.3760,0.1506,0.1146,0.0360,-0.2037,2228.1566,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2261.6221,NA,17.18420000000000,16.71290000000000,0.00000000000000,0.46900000000000,13.6179,2244.4379,17.1842,17.1842,0.0000,0.1822,17.4710,0.8429,16.6281,-0.0896,2244.4379,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2261.1974,NA,16.77650000000000,16.75090000000000,0.30250000000000,0.67850000000000,30.7935,2244.7801,16.7198,16.4173,0.3025,16.5544,0.5414,0.5350,0.0064,-0.1274,2244.7801,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2278.0995,NA,16.47740000000000,16.75090000000000,0.00000000000000,0.07760000000000,13.8914,2261.6221,16.4774,16.4774,0.0000,1.0604,15.4946,0.3320,15.1626,0.4333,2261.6221,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2277.8233,NA,16.62590000000000,16.70750000000000,0.41400000000000,0.81650000000000,30.8751,2261.4999,16.7374,16.3234,0.4140,16.5057,0.6342,0.6287,0.0055,0.0123,2261.4999,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2294.5083,NA,16.40880000000000,16.70750000000000,0.00000000000000,0.14740000000000,14.1901,2278.0995,16.4088,16.4088,0.0000,0.0776,16.4786,0.4420,16.0366,-0.2301,2278.0995,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2294.5289,NA,16.70560000000000,16.74010000000000,0.31710000000000,0.81140000000000,30.9096,2278.2373,16.6087,16.2916,0.3171,16.4316,0.6714,0.6646,0.0068,-0.0027,2278.2373,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2311.1153,NA,16.60700000000000,16.74010000000000,0.00000000000000,0.16130000000000,14.3232,2294.5083,16.6070,16.6070,0.0000,0.1474,16.6209,0.5267,16.0942,-0.3313,2294.5083,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2311.3378,NA,16.80890000000000,16.72150000000000,0.36730000000000,1.15130000000000,30.8222,2294.8460,16.8591,16.4918,0.3673,16.6398,1.0033,0.9977,0.0056,-0.1128,2294.8460,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2327.9475,NA,16.83220000000000,16.72150000000000,0.00000000000000,0.09810000000000,14.2125,2311.1153,16.8322,16.8322,0.0000,0.1613,16.7690,0.5401,16.2289,-0.1145,2311.1153,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2327.8685,NA,16.53070000000000,16.70280000000000,0.34470000000000,0.29110000000000,30.9943,2311.7051,16.5081,16.1634,0.3447,16.3423,0.1122,0.1039,0.0083,0.1563,2311.7051,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2344.6305,NA,16.68300000000000,16.70280000000000,0.00000000000000,0.01110000000000,14.2323,2327.9475,16.6830,16.6830,0.0000,0.0981,16.5960,0.3586,16.2374,0.1294,2327.9475,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2344.5383,NA,16.66980000000000,16.74390000000000,0.33920000000000,0.82360000000000,31.0684,2328.2132,16.6643,16.3251,0.3392,16.5378,0.6109,0.6056,0.0053,-0.2358,2328.2132,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2361.1865,NA,16.55600000000000,16.74390000000000,0.00000000000000,0.10260000000000,14.4202,2344.6305,16.5560,16.5560,0.0000,0.0111,16.6475,0.4321,16.2154,-0.0609,2344.6305,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,2262.6041,NA,266.88959999999997,266.69310000000002,0.00000000000000,0.07840000000000,14.5428,1995.7145,266.8896,266.8896,0.0000,266.3766,0.5914,0.5914,0.0000,-114.9615,1995.7145,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2361.1211,NA,16.58280000000000,16.69470000000000,0.38600000000000,0.86330000000000,31.1803,2344.8775,16.6296,16.2436,0.3860,16.4756,0.6313,0.6233,0.0080,-0.0304,2344.8775,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2378.0555,NA,16.86900000000000,16.69470000000000,0.00000000000000,0.15260000000000,14.2459,2361.1865,16.8690,16.8690,0.0000,0.1026,16.9190,0.6822,16.2368,-0.1387,2361.1865,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2377.8383,NA,16.71720000000000,16.74360000000000,0.35920000000000,0.30820000000000,31.2067,2361.5071,16.6904,16.3312,0.3592,16.5245,0.1149,0.1042,0.0107,-0.1140,2361.5071,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2394.4228,NA,16.36730000000000,16.74360000000000,0.00000000000000,0.16330000000000,14.6222,2378.0555,16.3673,16.3673,0.0000,0.7195,15.8111,0.5186,15.2925,0.1254,2378.0555,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2394.4297,NA,16.59140000000000,16.75070000000000,0.28880000000000,0.85190000000000,31.3660,2378.1975,16.5210,16.2322,0.2888,16.3965,0.6876,0.6822,0.0054,-0.0603,2378.1975,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2411.2138,NA,16.79100000000000,16.75070000000000,0.00000000000000,0.13350000000000,14.5819,2394.4228,16.7910,16.7910,0.0000,0.1633,16.7612,0.5101,16.2511,-0.3834,2394.4228,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,2378.7680,NA,116.16390000000000,116.62840000000000,0.00000000000000,0.00700000000000,15.0073,2262.6041,116.1639,116.1639,0.0000,115.6040,0.5669,0.3508,0.2161,150.2612,2262.6041,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2411.1969,NA,16.76720000000000,16.71980000000000,0.32020000000000,1.32040000000000,31.3186,2394.7185,16.7986,16.4784,0.3202,16.6380,1.1608,1.1543,0.0065,-0.1988,2394.7185,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2428.4039,NA,17.19010000000000,16.71980000000000,0.00000000000000,0.09150000000000,14.1116,2411.2138,17.1901,17.1901,0.0000,0.1335,17.1481,0.5380,16.6101,0.0712,2411.2138,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2428.0422,NA,16.84530000000000,16.69840000000000,0.33600000000000,0.32660000000000,31.1717,2411.5171,16.8611,16.5251,0.3360,16.7178,0.1339,0.1268,0.0071,0.1002,2411.5171,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2444.7847,NA,16.38080000000000,16.69840000000000,0.00000000000000,0.13400000000000,14.4292,2428.4039,16.3808,16.3808,0.0000,0.5772,15.9376,0.3584,15.5792,0.4917,2428.4039,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2444.6357,NA,16.59350000000000,16.72880000000000,0.45120000000000,0.94930000000000,31.3070,2428.3782,16.7087,16.2575,0.4512,16.5796,0.6272,0.6207,0.0065,0.1323,2428.3782,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2461.1404,NA,16.35570000000000,16.72880000000000,0.00000000000000,0.16420000000000,14.8023,2444.7847,16.3557,16.3557,0.0000,0.1340,16.3859,0.4170,15.9689,-0.3480,2444.7847,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2461.1716,NA,16.53590000000000,16.71960000000000,0.27200000000000,0.82940000000000,31.4907,2445.0869,16.3567,16.0847,0.2720,16.2352,0.6789,0.6739,0.0050,-0.0109,2445.0869,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2477.7630,NA,16.62260000000000,16.71960000000000,0.00000000000000,0.16840000000000,14.8993,2461.1404,16.6226,16.6226,0.0000,0.1642,16.6268,0.5034,16.1234,-0.3639,2461.1404,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2477.8085,NA,16.63690000000000,16.72800000000000,0.39850000000000,1.33800000000000,31.5818,2461.4436,16.7634,16.3649,0.3985,16.5718,1.1311,1.1258,0.0053,-0.3713,2461.4436,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2494.5638,NA,16.80080000000000,16.72800000000000,0.00000000000000,0.28270000000000,14.8265,2477.7630,16.8008,16.8008,0.0000,0.1684,16.9151,0.6822,16.2329,-0.1054,2477.7630,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2494.5368,NA,16.72830000000000,16.74160000000000,0.41690000000000,0.36450000000000,31.5951,2478.2070,16.7467,16.3298,0.4169,16.5179,0.1764,0.0866,0.0898,0.0218,2478.2070,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2511.2086,NA,16.64480000000000,16.74160000000000,0.00000000000000,0.01080000000000,14.9233,2494.5638,16.6448,16.6448,0.0000,0.2827,16.3729,0.3397,16.0332,0.0592,2494.5638,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2511.1551,NA,16.61830000000000,16.70530000000000,0.31910000000000,0.80250000000000,31.6821,2494.9537,16.5205,16.2014,0.3191,16.3891,0.6148,0.6083,0.0065,0.0414,2494.9537,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2528.0222,NA,16.81360000000000,16.70530000000000,0.00000000000000,0.18860000000000,14.8150,2511.2086,16.8136,16.8136,0.0000,0.0108,16.9914,0.5852,16.4062,-0.0605,2511.2086,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2528.0016,NA,16.84650000000000,16.74590000000000,0.36280000000000,0.93380000000000,31.5815,2511.4742,16.8902,16.5274,0.3628,16.6936,0.7676,0.7560,0.0116,-0.2254,2511.4742,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2544.7121,NA,16.68990000000000,16.74590000000000,0.00000000000000,0.32540000000000,14.8710,2528.0222,16.6899,16.6899,0.0000,0.1886,16.8267,0.7400,16.0867,0.0677,2528.0222,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2544.6870,NA,16.68540000000000,16.69420000000000,0.28360000000000,0.26190000000000,31.5903,2528.3644,16.6062,16.3226,0.2836,16.4535,0.1310,0.1210,0.0100,0.1960,2528.3644,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2561.3739,NA,16.66180000000000,16.69420000000000,0.00000000000000,0.09670000000000,14.9034,2544.7121,16.6618,16.6618,0.0000,0.3254,16.4331,0.4834,15.9497,-0.0043,2544.7121,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2561.7892,NA,17.10220000000000,16.74100000000000,0.25330000000000,0.65050000000000,31.2291,2544.9706,17.0719,16.8186,0.2533,16.9477,0.5214,0.5157,0.0057,-0.1348,2544.9706,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2577.8087,NA,16.43480000000000,16.74100000000000,0.00000000000000,0.30070000000000,15.2096,2561.3739,16.4348,16.4348,0.0000,0.0967,16.6388,0.6467,15.9921,-0.0792,2561.3739,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2577.8374,NA,16.04820000000000,16.72760000000000,0.38510000000000,0.33210000000000,31.9085,2562.0425,16.1800,15.7949,0.3851,15.9638,0.1632,0.1214,0.0418,0.3443,2562.0425,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2594.4228,NA,16.61410000000000,16.72760000000000,0.00000000000000,0.16940000000000,15.3231,2577.8087,16.6141,16.6141,0.0000,0.3007,16.4828,0.4834,15.9994,-0.2928,2577.8087,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2594.9258,NA,17.08840000000000,16.73000000000000,0.25230000000000,0.65950000000000,31.5501,2578.2225,16.9556,16.7033,0.2523,16.8324,0.5304,0.5246,0.0058,-0.5500,2578.2225,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2611.1272,NA,16.70440000000000,16.73000000000000,0.00000000000000,0.13680000000000,15.3487,2594.4228,16.7044,16.7044,0.0000,0.1694,16.6718,0.5031,16.1687,-0.1159,2594.4228,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2611.6817,NA,16.75590000000000,16.78780000000000,0.25060000000000,0.90520000000000,31.5820,2595.1781,16.7542,16.5036,0.2506,16.6327,0.7761,0.7719,0.0042,0.1678,2595.1781,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2627.7958,NA,16.66860000000000,16.78780000000000,0.00000000000000,0.17110000000000,15.4679,2611.1272,16.6686,16.6686,0.0000,0.1368,16.7029,0.5174,16.1855,-0.0834,2611.1272,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,2428.9733,NA,50.20530000000000,50.00920000000000,0.00000000000000,0.00780000000000,14.8112,2378.7680,50.2053,50.2053,0.0000,49.7274,0.4857,0.3844,0.1013,66.1547,2378.7680,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,2995.3971,NA,566.42380000000003,566.73509999999999,0.00000000000000,0.27670000000000,15.1225,2428.9733,566.4238,566.4238,0.0000,215.6575,351.0430,0.7402,350.3028,-516.5298,2428.9733,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,3028.5250,NA,33.12790000000000,33.29480000000000,0.00000000000000,0.24490000000000,15.2894,2995.3971,33.1279,33.1279,0.0000,0.2767,33.0961,0.7621,32.3340,533.1290,2995.3971,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,3379.4560,NA,350.93099999999998,350.04340000000002,0.00000000000000,0.08400000000000,14.4018,3028.5250,350.9310,350.9310,0.0000,0.2449,350.7701,1.4024,349.3677,-316.9155,3028.5250,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,3428.5040,NA,49.04800000000000,49.96130000000000,0.00000000000000,0.21030000000000,15.3151,3379.4560,49.0480,49.0480,0.0000,0.0840,49.1743,0.9416,48.2327,300.9697,3379.4560,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,3762.1562,NA,333.65219999999999,333.41649999999998,0.00000000000000,0.25150000000000,15.0794,3428.5040,333.6522,333.6522,0.0000,0.2103,333.6934,1.8439,331.8495,-284.3685,3428.5040,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,2629.7610,NA,18.07930000000000,16.68320000000000,0.24310000000000,0.74250000000000,30.1859,2611.9323,18.0718,17.8287,0.2431,17.9459,0.6253,0.6200,0.0053,0.0710,2611.9323,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,2644.5264,NA,16.73060000000000,16.68320000000000,0.00000000000000,0.10440000000000,15.4205,2627.7958,16.7306,16.7306,0.0000,0.1711,16.6639,0.4782,16.1857,-0.0146,2627.7958,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,3995.2410,NA,233.08480000000000,233.25819999999999,0.00000000000000,0.18910000000000,15.2528,3762.1562,233.0848,233.0848,0.0000,0.2515,233.0224,1.2839,231.7385,100.3940,3762.1562,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,4386.6803,NA,391.43930000000000,383.31950000000001,0.00000000000000,0.29320000000000,7.1330,3995.2410,391.4393,391.4393,0.0000,368.2879,23.4446,0.7133,22.7313,-150.2347,3995.2410,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,4361.8948,NA,1732.13380000000006,1705.93959999999993,0.45430000000000,0.78800000000000,3.9917,2630.0041,1732.3450,1731.8907,0.4543,1732.0421,0.6366,0.6303,0.0063,-1687.8678,2630.0041,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,4363.3934,NA,1718.86699999999996,1705.93959999999993,0.00000000000000,0.13550000000000,2.4931,2644.5264,1718.8670,1718.8670,0.0000,1350.9037,368.0988,2.0239,366.0749,-1689.2090,2644.5264,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,4466.0185,NA,102.62510000000000,117.16020000000000,0.00000000000000,0.04120000000000,17.0282,4363.3934,102.6251,102.6251,0.0000,65.1471,37.5192,0.6973,36.8219,1601.7068,4363.3934,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,4466.4989,NA,0.48040000000000,16.63900000000000,0.00000000000000,0.12930000000000,33.1868,4466.0185,0.4804,0.4804,0.0000,0.0412,0.5685,0.4451,0.1234,85.9861,4466.0185,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,4464.5317,NA,102.63690000000000,117.16020000000000,0.41760000000000,0.85530000000000,18.5150,4362.3491,102.6002,102.1826,0.4176,102.3391,0.6988,0.6944,0.0044,1615.1848,4362.3491,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,4428.4202,NA,41.73990000000000,49.97340000000000,0.00000000000000,0.12030000000000,15.3665,4386.6803,41.7399,41.7399,0.0000,0.2932,41.5670,1.1456,40.4214,341.4659,4386.6803,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,4512.2875,NA,45.78860000000000,16.76920000000000,0.00000000000000,0.04760000000000,4.1674,4466.4989,45.7886,45.7886,0.0000,45.4755,0.3607,0.3122,0.0485,-16.2888,4466.4989,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,4496.1597,NA,31.62800000000000,44.07020000000000,0.35770000000000,0.92440000000000,30.9572,4464.9493,31.5681,31.2104,0.3577,31.3672,0.7676,0.7611,0.0065,58.5300,4464.9493,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,4512.5673,NA,0.27980000000000,16.77360000000000,0.00000000000000,0.03340000000000,20.6612,4512.2875,0.2798,0.2798,0.0000,0.0476,0.2656,0.1574,0.1082,29.0150,4512.2875,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,4512.8047,NA,16.64500000000000,22.82850000000000,0.37990000000000,0.89060000000000,37.1407,4496.5174,16.6672,16.2873,0.3799,16.4559,0.7220,0.7157,0.0063,8.7396,4496.5174,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,4527.8145,NA,15.24720000000000,16.71690000000000,0.00000000000000,0.12290000000000,22.1309,4512.5673,15.2472,15.2472,0.0000,0.0334,15.3367,0.3392,14.9975,-16.4371,4512.5673,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,4529.5101,NA,16.70540000000000,16.72820000000000,0.39930000000000,0.82340000000000,37.1635,4513.1846,16.7248,16.3255,0.3993,16.5078,0.6411,0.6368,0.0043,-0.0610,4513.1846,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,4544.8649,NA,17.05040000000000,16.72820000000000,0.00000000000000,0.07820000000000,21.8087,4527.8145,17.0504,17.0504,0.0000,0.1229,17.0057,0.5677,16.4380,-1.4810,4527.8145,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,4547.1008,NA,17.59070000000000,16.71730000000000,0.41800000000000,1.00860000000000,36.2901,4529.9094,17.6094,17.1914,0.4180,17.3464,0.8536,0.8447,0.0089,0.0075,4529.9094,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,4561.3306,NA,16.46570000000000,16.71730000000000,0.00000000000000,0.16800000000000,22.0603,4544.8649,16.4657,16.4657,0.0000,0.0782,16.5555,0.5140,16.0415,0.3331,4544.8649,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,4562.7625,NA,15.66170000000000,16.72570000000000,0.42150000000000,0.78420000000000,37.3541,4547.5188,15.6652,15.2437,0.4215,15.3961,0.6318,0.6275,0.0043,0.8837,4547.5188,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,4578.0258,NA,16.69520000000000,16.72570000000000,0.00000000000000,0.08090000000000,22.0908,4561.3306,16.6952,16.6952,0.0000,0.1680,16.6081,0.5350,16.0731,-0.2600,4561.3306,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,4579.3741,NA,16.61160000000000,16.72390000000000,0.46000000000000,0.88090000000000,37.4664,4563.1840,16.6501,16.1901,0.4600,16.4187,0.6523,0.6480,0.0043,-1.0587,4563.1840,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,4594.4535,NA,16.42770000000000,16.72390000000000,0.00000000000000,0.18270000000000,22.3870,4578.0258,16.4277,16.4277,0.0000,0.0809,16.5295,0.4967,16.0328,-0.0287,4578.0258,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,4595.8231,NA,16.44900000000000,16.72540000000000,0.31260000000000,0.68840000000000,37.7428,4579.8341,16.3016,15.9890,0.3126,16.1005,0.5769,0.5727,0.0042,-0.0753,4579.8341,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,4611.2126,NA,16.75910000000000,16.72540000000000,0.00000000000000,0.14850000000000,22.3533,4594.4535,16.7591,16.7591,0.0000,0.1827,16.7249,0.5107,16.2142,-0.2977,4594.4535,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,4612.4729,NA,16.64980000000000,16.75120000000000,0.35410000000000,0.79280000000000,37.8442,4596.1357,16.6913,16.3372,0.3541,16.4939,0.6361,0.6320,0.0041,-0.4496,4596.1357,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,4627.8331,NA,16.62050000000000,16.75120000000000,0.00000000000000,0.16250000000000,22.4840,4611.2126,16.6205,16.6205,0.0000,0.1485,16.6345,0.4887,16.1458,0.0079,4611.2126,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,4629.2174,NA,16.74450000000000,16.73450000000000,0.37590000000000,0.79450000000000,37.8342,4612.8270,16.7663,16.3904,0.3759,16.5469,0.6380,0.6320,0.0060,-0.0432,4612.8270,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,4644.4936,NA,16.66050000000000,16.73450000000000,0.00000000000000,0.10400000000000,22.5580,4627.8331,16.6605,16.6605,0.0000,0.1625,16.6020,0.4952,16.1068,-0.1140,4627.8331,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,4646.0287,NA,16.81130000000000,16.68830000000000,0.43480000000000,0.98810000000000,37.7112,4629.5933,16.8702,16.4354,0.4348,16.5907,0.8328,0.8284,0.0044,0.0780,4629.5933,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,4661.1364,NA,16.64280000000000,16.68830000000000,0.00000000000000,0.14220000000000,22.6035,4644.4936,16.6428,16.6428,0.0000,0.1040,16.6810,0.4606,16.2204,-0.0278,4644.4936,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,4662.4427,NA,16.41400000000000,16.72380000000000,0.35140000000000,0.78710000000000,38.0210,4646.4635,16.3306,15.9792,0.3514,16.1310,0.6353,0.6311,0.0042,0.1464,4646.4635,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,4677.8873,NA,16.75090000000000,16.72380000000000,0.00000000000000,0.17190000000000,22.5764,4661.1364,16.7509,16.7509,0.0000,0.1422,16.7806,0.5192,16.2614,-0.0810,4661.1364,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,4679.0235,NA,16.58080000000000,16.73130000000000,0.50970000000000,0.79210000000000,38.1715,4662.7941,16.7391,16.2294,0.5097,16.4311,0.5904,0.5858,0.0046,-0.4007,4662.7941,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,4694.5147,NA,16.62740000000000,16.73130000000000,0.00000000000000,0.16260000000000,22.6803,4677.8873,16.6274,16.6274,0.0000,0.1719,16.6181,0.5130,16.1051,0.0196,4677.8873,NA,NA,NA
